review_id,review,identified_themes_str,bank,rating,date,source,sentiment_label,sentiment_score
451,"Very disappointed! It asks for verification code but no way to get it. The verification code should be sent to our mail or phone number. It doesn't give you any clue to get the code. I go to CBE branch & requested them if I can get the code, but they don't even know how to get it.",Customer Support,CBE Mobile Banking,1,2021-04-15,Google Play,NEGATIVE,0.9997848868370056
452,App's literally broken after the last update. The new interface was great but unusable. I sent E-mail to to Dev. team but no response or acknowledgment of the issue so far. Please resolve it ASAP.,"Customer Support, User Interface & Experience",CBE Mobile Banking,1,2021-08-03,Google Play,NEGATIVE,0.9990302324295044
453,"Yesterday, system hackers have taken money out of my CBE account due to problems related with the CBE BIRR SMS and internet banking systems.You must further increase security of the system.I am willing to give further details if necessary. System hackers have unlocked the programning of cash transfer, I understood.","Transaction Performance, Account Access Issues",CBE Mobile Banking,1,2024-07-15,Google Play,NEGATIVE,0.8956360816955566
454,Not working all of a sudden. I do not even know who to call to fix the bug. Disappointed as usual. I believe I need to visit the Branch to get the app fixed. Come on guys! It is not a car we are in 2022 for God sake. .,"Customer Support, User Interface & Experience",CBE Mobile Banking,2,2022-01-13,Google Play,NEGATIVE,0.9997557997703552
455,"I have got the application very useful, fast and simple to use. It is great app for self service but I had to go to branch office to activate it. Please try using OTP to activate the app","Customer Support, Transaction Performance, Account Access Issues",CBE Mobile Banking,4,2022-11-23,Google Play,NEGATIVE,0.987301230430603
456,Has not show recent exact information. Some transactions are included and others excluded. Bad experiance. Always I got in truble by thinking the correct balance.,Transaction Performance,CBE Mobile Banking,1,2024-09-19,Google Play,NEGATIVE,0.9994696974754332
457,The interface is good. But can you hide amount of money. It is sensitive. And login pin and keyboard are not really synced,"Account Access Issues, User Interface & Experience",CBE Mobile Banking,4,2021-06-01,Google Play,POSITIVE,0.848018229007721
458,"How can I trust a bank that doesn't have a cyber crime reporting mechanism. I recently traveled out of the country. After a week I got a text message stating that more than 1000bir withdrawn from my account without my knowledge. When I tried to download the receipt, it doesn't even work. I only know it was transfered to a Wegagen bank account via a POS machine. Please be carefull and take a lesson from me. 😡😡😡",Account Access Issues,CBE Mobile Banking,1,2024-09-16,Google Play,NEGATIVE,0.999208390712738
459,"It is a very good application, but, when I open the recent transactions it almost crashes or stops responding. You need to fix this.",Transaction Performance,CBE Mobile Banking,3,2022-12-25,Google Play,NEGATIVE,0.9974367022514344
460,"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.","Transaction Performance, User Interface & Experience",CBE Mobile Banking,1,2024-04-30,Google Play,NEGATIVE,0.9997162222862244
461,Please it needs to be updated or do some improvement The previous version was very good as compared to this one . with this app I can't make any payment . When I try to send payment it always says You have exceeded your weekly number of transaction!!,Transaction Performance,CBE Mobile Banking,2,2021-02-04,Google Play,NEGATIVE,0.987046241760254
462,I'm frustrated by this app.its not even doing a single thing for me.it just keeps saying none available every time I try to use it. Hope the developers bring solutions to this problem. Thanks in advance,General Feedback,CBE Mobile Banking,1,2020-11-09,Google Play,NEGATIVE,0.90150648355484
463,Great app. But why limit transaction history? We should be able to view transaction history at least for the past 12 months if not more. Currently it only goes back one or two weeks.,Transaction Performance,CBE Mobile Banking,4,2021-03-04,Google Play,NEGATIVE,0.9941831231117249
464,It simply isn't working. Example: I can't access my account statement in order to find out how much I sent to Mr X or Y over the last six months or so. Nor is your FAQ section helpful. I suggest that you review the efficacy of your app.,Account Access Issues,CBE Mobile Banking,1,2024-03-09,Google Play,NEGATIVE,0.9997946619987488
465,"It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation","Customer Support, User Interface & Experience",CBE Mobile Banking,1,2020-09-29,Google Play,NEGATIVE,0.9940237402915956
466,I have updated the june 28 version then it is not workings all. Considering the current Covid 19 pandemic you should make the system more friendly to avoid physical visit to the bank . i just don't get it why CBE is always two steep back in making the process more easy .,User Interface & Experience,CBE Mobile Banking,1,2020-07-28,Google Play,NEGATIVE,0.9958438277244568
467,"can you please fix the problem, I'm overseas and can't get to CBE branch for a fix, PLEASE DO SOMETHING!! start by removing it from play store until you figure out what the issue is!",Customer Support,CBE Mobile Banking,1,2019-03-31,Google Play,NEGATIVE,0.9983205199241638
468,"Good interface, but long waiting for synchronization. U better need to look at the backend infrastructure",User Interface & Experience,CBE Mobile Banking,4,2020-08-19,Google Play,NEGATIVE,0.994787573814392
469,"It is a very good app; but as a comment, the signs in the app should have their own unique color. For example, the Top up sign should have the color of ethiotelecom.",General Feedback,CBE Mobile Banking,4,2020-06-27,Google Play,POSITIVE,0.974915087223053
470,Superb app. Serves better than I expected in a remote and hardly Internet connection covered areas while in the field work. Thanks team,General Feedback,CBE Mobile Banking,5,2024-12-03,Google Play,POSITIVE,0.9959704875946044
471,"For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone.",General Feedback,CBE Mobile Banking,4,2023-03-11,Google Play,NEGATIVE,0.9984702467918396
472,"Very good application. However, recently, it is not working properly. Refusing to transfer money to telebirr and other accounts.",Transaction Performance,CBE Mobile Banking,5,2022-02-12,Google Play,NEGATIVE,0.998383402824402
473,"I'm having trouble with the application, I can't see my balance or send money using the application. This is very disappointing as I have been experiencing this for a while.",Transaction Performance,CBE Mobile Banking,1,2024-03-16,Google Play,NEGATIVE,0.9997668862342834
474,"App crushing after update. I approach the bank to fix it and they told me I need new authentication key for every update. What if I was abroad? Even after I logged in, features like Services, Finance and Banking are not there. It doesn't deserve a single star either.",User Interface & Experience,CBE Mobile Banking,1,2019-03-05,Google Play,NEGATIVE,0.9990986585617064
475,1. Statement is limited with one screen display. There should be access to see my transactions of at least 6 months before. 2. Sometimes debit/credit is not shown on the account details.......,"Transaction Performance, Account Access Issues",CBE Mobile Banking,2,2024-11-09,Google Play,NEGATIVE,0.9951480031013488
476,Simple and nice !!! The issue with using mobile app is you can't print/share the transaction slip.Some company/people required the printable file for their record,Transaction Performance,CBE Mobile Banking,4,2021-03-31,Google Play,POSITIVE,0.8845294713973999
477,"It is a good app, but when there is no readymade bill for payment, it doesn't tell anything, just say continue. It will be nice if it tells us, the bill is not yet ready for payment.",Transaction Performance,CBE Mobile Banking,4,2022-09-05,Google Play,NEGATIVE,0.9927352666854858
478,Transcation information available only for a very short period of time. Unstable when used for two accounts. It sometimes doesn't show me my second account.,Account Access Issues,CBE Mobile Banking,2,2021-10-24,Google Play,NEGATIVE,0.998755931854248
479,"No proper transaction is being recorded or presented on your the UI, the main features of the app is not working properly yet they have so many service in the app","Transaction Performance, User Interface & Experience",CBE Mobile Banking,1,2024-08-17,Google Play,NEGATIVE,0.999594509601593
480,"When I enter values in the Amount and Remark fields and click the Continue button, I encounter an error. However, the transaction still deducts the specified amount. It is essential to test this error handling functionality.","Transaction Performance, User Interface & Experience",CBE Mobile Banking,4,2024-09-11,Google Play,NEGATIVE,0.9891905784606934
481,"I use a variety of mobile banking applications, but I really enjoy using CBE over those from other banks because it's quick and user-friendly. I greatly appreciate it.",General Feedback,CBE Mobile Banking,5,2022-12-07,Google Play,POSITIVE,0.9995373487472534
482,"You have to go to the bank branch to activate the app where there is the worst customer service, after the activation the app lags so much that i had to uninstall it to restart it again. Know it asks to go to the bank again to activate it.",Customer Support,CBE Mobile Banking,1,2022-05-01,Google Play,NEGATIVE,0.999767005443573
483,The app is crashing and freezing in recents' section. But it works fine in other sections very helpful app.,General Feedback,CBE Mobile Banking,5,2023-01-23,Google Play,POSITIVE,0.9977726340293884
484,By far the most crucial and progressivly growing financial app. Keep up the good work.from an end user stand point It would also make sense to include push notification for each transaction as well.,Transaction Performance,CBE Mobile Banking,4,2021-09-13,Google Play,POSITIVE,0.9991058707237244
485,"Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it.","Transaction Performance, User Interface & Experience",CBE Mobile Banking,1,2023-03-14,Google Play,NEGATIVE,0.999726951122284
486,The last update was good for sharing and downloading but it worsens for the history option. You have to fix it for at least 1-month history view.,"Feature Requests, User Interface & Experience",CBE Mobile Banking,4,2023-04-16,Google Play,NEGATIVE,0.9993969202041626
487,I've been using the previous app more than a year without any prob. This application is not working more than a month and even they couldn't also fix it.,General Feedback,CBE Mobile Banking,1,2020-12-04,Google Play,NEGATIVE,0.9996914863586426
488,Still you roll a same problem with the new updates. When we do mobile transfer after we write short Reason and finish it says Error by writing the amount to transfer and your commission. It do the same thing again and again. Finally the person who receive the money got three times...there is no such thing in other private banks. Only the giant Commercial Bank of Ethiopia have this problem always. Why why why ? Is it difficult for you to get solutions ?,"Transaction Performance, User Interface & Experience",CBE Mobile Banking,1,2024-02-12,Google Play,NEGATIVE,0.9991092085838318
489,Your app is very simple to use. But please add search option so that we can easily find our transaction done with an account number.,"Feature Requests, Transaction Performance, Account Access Issues",CBE Mobile Banking,5,2022-10-01,Google Play,NEGATIVE,0.8893952369689941
490,"Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it",User Interface & Experience,CBE Mobile Banking,5,2023-03-17,Google Play,POSITIVE,0.9991126656532288
491,Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!,Transaction Performance,CBE Mobile Banking,1,2023-03-08,Google Play,POSITIVE,0.9792264699935912
492,Whats wrong the app following the new update? I can't even see my balance now. I used old app for more than three years from Europe and every thing was perfect. Now you it looks like the app is not stable. Thank you for spoiling it.,User Interface & Experience,CBE Mobile Banking,5,2024-02-27,Google Play,NEGATIVE,0.9952940344810486
493,"Isn't there an IT professional in Ethiopia who can solve the problem of downloading the app? it's been 3 days since I've been trying to download the app. You're losing business, big time. I am so disappointed I don't even have words to express how frustrated I am. Please fix it.",General Feedback,CBE Mobile Banking,1,2022-01-02,Google Play,NEGATIVE,0.9997010231018066
494,"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",Transaction Performance,CBE Mobile Banking,1,2022-10-19,Google Play,NEGATIVE,0.9998052716255188
495,"Excellent application. 1. It lacks currency exchange rate. 2. It says ""error"" but transfer the birr which biase customers. Please solve the above issues.","Transaction Performance, User Interface & Experience",CBE Mobile Banking,4,2022-02-12,Google Play,POSITIVE,0.9803069233894348
496,"Most of the time 'no sync available'. Been trying to transfer all day,with no luck. Very bad app",Transaction Performance,CBE Mobile Banking,1,2022-12-14,Google Play,NEGATIVE,0.9997407793998718
497,"It is not functional after installing error message says ""this device is rooted.you can't use this app."" i think it is not compatible for android 10",User Interface & Experience,CBE Mobile Banking,2,2021-08-04,Google Play,NEGATIVE,0.9995784163475036
498,"Why it cannot generate key for customers by itself? The main reason the bank suggested this application is to reduce crowded customers from cbe bank branches. The hell your IT department is doing? Why they cannot improve this problem? I don't want to go to Branch bank, they don't know nothing about this application. They're so dumbest person I ever seen. Please try make it simple and very useful application. Don't paint bad color on the legacy of this bank.",Customer Support,CBE Mobile Banking,1,2023-12-08,Google Play,NEGATIVE,0.9938644766807556
499,I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,Transaction Performance,CBE Mobile Banking,4,2024-09-25,Google Play,POSITIVE,0.9988895058631896
500,"feature to add beneficiary account from older version isn't available on this one, and the greeting notification that pops out during every log in is boring.","Feature Requests, Account Access Issues",CBE Mobile Banking,1,2024-11-17,Google Play,NEGATIVE,0.9994866847991944
501,"After money is transferred, it shows failed signal. When trying again, it says failed again but it was actually transferring two times. Damn!",Transaction Performance,CBE Mobile Banking,3,2021-02-26,Google Play,NEGATIVE,0.999320387840271
502,Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.,User Interface & Experience,CBE Mobile Banking,1,2023-01-26,Google Play,NEGATIVE,0.999265730381012
503,"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",Transaction Performance,CBE Mobile Banking,2,2024-05-14,Google Play,NEGATIVE,0.9890774488449096
504,"The worst app ever made! I transfered money to abyssinia bank account, deducted the money from my cbe account but never made it through to my abyssinia account! I hate this app and bank! Idk why they are making me wait a whole week to return my money! Even there call center 951 doesn't work! Shame!",Account Access Issues,CBE Mobile Banking,1,2024-03-05,Google Play,NEGATIVE,0.999782383441925
505,When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.,General Feedback,CBE Mobile Banking,1,2023-03-10,Google Play,NEGATIVE,0.9989891648292542
506,Best and easy to use but the limitations is the when someone want to send birr from cbe to tele birr the transfer fee is higher and this is not correct,"Transaction Performance, User Interface & Experience",CBE Mobile Banking,2,2024-03-11,Google Play,NEGATIVE,0.9993891716003418
507,"Dear developer, The new update says mybdevice is rooted and I cant use the app, However I amb100% sure that my device is not rooted. Please fix this bug ASAP as this issue iw ibservee on another galaxy S7 edge device",User Interface & Experience,CBE Mobile Banking,1,2020-08-21,Google Play,NEGATIVE,0.9942514896392822
508,"Can got 0 ⭐ Please ! this App is completely Scam Becouse I made payment in other bank option in the App but the APP (-) mY BALANCE BUT NO successful notification to get screen shoot, no SMS and no Transaction history and I alerdy lost my mony becous my clint also does not get the mony i sent! I pay but I didn't got mony! stey away frim CBE","Feature Requests, Transaction Performance",CBE Mobile Banking,1,2024-05-19,Google Play,NEGATIVE,0.9994651675224304
509,"Improve the transaction history it misleading when you don't update the transaction correctly, and make it record the monthly Fee that deducted from our account, at this point the messages are more reliable","Transaction Performance, Account Access Issues, User Interface & Experience",CBE Mobile Banking,3,2024-06-08,Google Play,NEGATIVE,0.9905937910079956
510,It's refreshing not working since last update. I already authenticated and signed in to my account but it says no available when I clicked on service.,"Account Access Issues, User Interface & Experience",CBE Mobile Banking,1,2020-11-16,Google Play,NEGATIVE,0.9917113780975342
511,After updating The app says This Device is rooted. You can't use this app. But my phone is not rooted I don't think it works on Android 11. Please fix it,General Feedback,CBE Mobile Banking,1,2022-01-07,Google Play,NEGATIVE,0.9979902505874634
512,"If you forgot your password you have to go to the bank which is so tiring, there should be a link on the app that helps you recover your password. And it has huge problem using the app to send money.","Transaction Performance, Account Access Issues",CBE Mobile Banking,1,2020-10-20,Google Play,NEGATIVE,0.9993276596069336
513,I am spending too much time because it gets stuck frequently. I would rather go to pay at the bank than waste my time with this app. Bad app,General Feedback,CBE Mobile Banking,1,2021-09-03,Google Play,NEGATIVE,0.9998019337654114
514,"The app is not compatible with certain devices. For example, with samsung galaxy note edge.",General Feedback,CBE Mobile Banking,2,2020-08-25,Google Play,NEGATIVE,0.9996589422225952
515,"On the previous version i used to have the remaining balance after each transaction, that was so helpful. But know its just the last remaining balance zat u can check. Zats not good",Transaction Performance,CBE Mobile Banking,3,2020-08-16,Google Play,NEGATIVE,0.9996780157089232
516,The app is absolutely amazing with seamless functionalities. I never face any hurdles while using it. It deserves 5 stars!,General Feedback,CBE Mobile Banking,5,2023-12-28,Google Play,POSITIVE,0.9998544454574584
517,Current UI is ok but this version has got so many bugs previous version was working very well now these one crashes a lot now i cant even see my balance whats up with it and too much limitation please hurry and make some changes,User Interface & Experience,CBE Mobile Banking,5,2022-08-18,Google Play,NEGATIVE,0.992443859577179
518,i believe that the updated mobile application will answer many of the users question and it is recommended that iphone users use the one downloaded from the app store rather than the one downloaded from the play store.,General Feedback,CBE Mobile Banking,5,2024-02-27,Google Play,POSITIVE,0.8650608062744141
519,"Please add the ability to view all transaction history, and pressing back on sub pages should not display logout confirmation. Plus, self registration should be a thing","Feature Requests, Transaction Performance",CBE Mobile Banking,3,2021-08-21,Google Play,NEGATIVE,0.993638813495636
520,It is a good app overall but you need to improve some features like the recent transactions section which doesn't accurately show recent transactions.,Transaction Performance,CBE Mobile Banking,3,2024-09-07,Google Play,NEGATIVE,0.992108166217804
521,This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.,General Feedback,CBE Mobile Banking,2,2020-11-07,Google Play,NEGATIVE,0.9996691942214966
522,"Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months.",General Feedback,CBE Mobile Banking,5,2023-03-23,Google Play,NEGATIVE,0.8357934951782227
523,"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string","Transaction Performance, Account Access Issues",CBE Mobile Banking,5,2022-10-02,Google Play,NEGATIVE,0.9979165196418762
524,First time tha i get happy by CBE's achievements. Congrats CBE Simple to use and uptodate. Go on and it will be nice if you add the investment options so that we can invest online too. Good Job,Feature Requests,CBE Mobile Banking,5,2020-07-08,Google Play,POSITIVE,0.9996927976608276
525,I like the new interface but gave me headache!! Most of the time it fails to sync.,User Interface & Experience,CBE Mobile Banking,2,2021-02-06,Google Play,NEGATIVE,0.9997476935386658
526,"I keep getting error pop ups on my screen even after closing the app and when i am using other apps, please fix this bug.",User Interface & Experience,CBE Mobile Banking,3,2020-09-15,Google Play,NEGATIVE,0.9994558691978456
527,The application is best based on the online banking system. But sometimes it shows previous balance when logging in and it confuses after making transaction,Transaction Performance,CBE Mobile Banking,5,2022-08-07,Google Play,NEGATIVE,0.9977995753288268
528,"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",Customer Support,CBE Mobile Banking,1,2023-07-01,Google Play,NEGATIVE,0.9888161420822144
529,"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt","Feature Requests, Account Access Issues",CBE Mobile Banking,4,2024-01-26,Google Play,POSITIVE,0.715829610824585
530,"It was better if it showed at least the last 20 transactions, and one good thing is you can search people from history by their name.",Transaction Performance,CBE Mobile Banking,3,2024-01-11,Google Play,NEGATIVE,0.998689353466034
531,"The previous varsion of this application is good, yet recently it required verification code that unable to get online. So, is it realy fair to go to branc of bank to fill it? please improve such problem. Untill that i will going to uninstall this application. Good bye!!",General Feedback,CBE Mobile Banking,1,2023-11-13,Google Play,NEGATIVE,0.9965218305587769
532,"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.","Feature Requests, Account Access Issues, User Interface & Experience",CBE Mobile Banking,3,2023-09-05,Google Play,NEGATIVE,0.9966980218887328
533,"Eventhough its a good app in many things,the main problem I faced from this app:It does not have an option or afeature that gives u achance to transfer money from the account to another telebirr wallet as other banks do.rather it says:transfer to your own telebirr wallet..why only to own telebirr wallet?","Feature Requests, Transaction Performance, Account Access Issues",CBE Mobile Banking,1,2023-09-26,Google Play,NEGATIVE,0.987275242805481
534,it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,General Feedback,CBE Mobile Banking,4,2023-03-18,Google Play,POSITIVE,0.984146535396576
535,I excuted an order just once but this app has doubled it on it's own on my last order.With that I had to pay extra 100OETB unnecessarily. A bit of annoying 🙄,General Feedback,CBE Mobile Banking,1,2023-08-14,Google Play,NEGATIVE,0.9984281063079834
536,It simply expires with in short period of time. And also it optionally sends multiple times.,General Feedback,CBE Mobile Banking,3,2023-07-03,Google Play,NEGATIVE,0.9577770829200744
537,It's a very good and helpful mobile banking app when compared with other local banking apps. Thank you!,General Feedback,CBE Mobile Banking,5,2021-12-12,Google Play,POSITIVE,0.9998701810836792
538,It is very funny and useless app. They developed the app either with lack of necessary technological knowledge or purposely to manipulate their customers. A huge shame for such kinda influential company.👎👎,General Feedback,CBE Mobile Banking,1,2023-12-05,Google Play,NEGATIVE,0.9990667700767516
539,The app is nice. But from the previous version we can transfer amount to the added beneficiaries. On this version not.,Transaction Performance,CBE Mobile Banking,3,2021-03-14,Google Play,NEGATIVE,0.9901245832443236
540,"It used to be awosome but since yesterday I can't use the app. It will accept my password and say ""syce finished"" but it does not allow me to access any service.",Account Access Issues,CBE Mobile Banking,5,2023-09-23,Google Play,NEGATIVE,0.997738242149353
541,Ever loved apps software for transaction timely and with speed. But the activation key process should be improved.,Transaction Performance,CBE Mobile Banking,4,2022-02-12,Google Play,POSITIVE,0.9928421974182128
542,"After I update latest app I can't use any feature on it. I can't see my amount, I can't transfer and all services are not working","Transaction Performance, User Interface & Experience",CBE Mobile Banking,2,2023-09-29,Google Play,NEGATIVE,0.9992483258247375
543,"Not able to get transaction list, it has very few options from what other Banks mobile app offer. It needs improvement.",Transaction Performance,CBE Mobile Banking,2,2021-09-10,Google Play,NEGATIVE,0.9995711445808412
544,Improvements needed on areas: 1- to enable creating multiple accounts within the same CBE app 2- to have an access to multiple accounts with one ID number 3- maximise transaction pages for better references 4- increase security options from sms to email address,"Transaction Performance, Account Access Issues",CBE Mobile Banking,3,2023-11-01,Google Play,POSITIVE,0.7961629629135132
545,9/6/17 *** It has not been updated for years and has some bugs 6/8/2020 **** Just updated the app from the link i get through sms. It looks good.,General Feedback,CBE Mobile Banking,5,2023-01-12,Google Play,POSITIVE,0.9804941415786744
546,The app is good but it needs some improvment. It is better to enable two accounts within one mobile to work with in a single app by switching out.,General Feedback,CBE Mobile Banking,3,2022-02-13,Google Play,NEGATIVE,0.9941020607948304
547,Everything is good. Specially its simplicity. But it is better if there were transaction feature for more than one account in separate,"Transaction Performance, Account Access Issues",CBE Mobile Banking,4,2024-02-14,Google Play,POSITIVE,0.9701989889144896
548,"I have been using for more than 3 years. It was good, but after upgrade to new version end up with white screen. What is wrong with that. Thanks.",General Feedback,CBE Mobile Banking,3,2021-06-04,Google Play,NEGATIVE,0.9940481185913086
549,I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,"Transaction Performance, User Interface & Experience",CBE Mobile Banking,3,2022-05-06,Google Play,NEGATIVE,0.975978136062622
550,"Better than the previous apps, you can get the current balance with the acct.numer without too much ado.",General Feedback,CBE Mobile Banking,5,2020-07-30,Google Play,POSITIVE,0.9958447813987732
551,Barely works. My balance never updates and I cant transfer money 90% of the time. The old app was so much better.,Transaction Performance,CBE Mobile Banking,1,2020-09-06,Google Play,NEGATIVE,0.9989357590675354
552,The App was working fine until the last update Now nothing is working I can't view my balance transfer money send money to my Owen telebirr account view my transaction details the app has become useless please fix it.,"Transaction Performance, Account Access Issues, User Interface & Experience",CBE Mobile Banking,1,2023-10-15,Google Play,NEGATIVE,0.9997380375862122
553,"The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch",Customer Support,CBE Mobile Banking,1,2023-03-23,Google Play,NEGATIVE,0.9991931319236756
554,It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,"Transaction Performance, Account Access Issues",CBE Mobile Banking,3,2022-11-20,Google Play,NEGATIVE,0.9928448796272278
555,"Unreliable,slow app with childish interface. Learn from other banks such as BoA to design your app and try to add more functionality.","Feature Requests, User Interface & Experience",CBE Mobile Banking,1,2022-04-05,Google Play,NEGATIVE,0.9996914863586426
556,The New realese is just WOW every feature is very importat and mostly the verification was an important feature. Thank you CBE APP Developer team👍,General Feedback,CBE Mobile Banking,4,2024-02-14,Google Play,POSITIVE,0.9902397394180298
557,"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible","Transaction Performance, User Interface & Experience",CBE Mobile Banking,3,2024-02-11,Google Play,POSITIVE,0.915115475654602
558,When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,Customer Support,CBE Mobile Banking,1,2023-01-30,Google Play,NEGATIVE,0.99955016374588
559,The app is working despite limited connectivity. I tried it from USA and satisfied. Keep it up to remain in the fierce competition!,General Feedback,CBE Mobile Banking,4,2021-12-19,Google Play,POSITIVE,0.9957017302513124
560,"U redirect me here to update the app, but there is no an update rather to open it and the app is not working. Unable to sync, pls go througn it.",User Interface & Experience,CBE Mobile Banking,4,2022-02-12,Google Play,NEGATIVE,0.9997754693031312
561,Excellent app! Like it. It's user friendly. And the last updated is also good for adding some privacy.,User Interface & Experience,CBE Mobile Banking,5,2021-06-21,Google Play,POSITIVE,0.999739110469818
562,Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,"Feature Requests, Transaction Performance",CBE Mobile Banking,5,2023-03-15,Google Play,POSITIVE,0.5140486359596252
563,Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,Account Access Issues,CBE Mobile Banking,1,2022-12-05,Google Play,NEGATIVE,0.9997476935386658
564,ur update is so rubbish.. it crash when u login... and after all this comments you didn't do anything.. you should remove it or replace it with the old working version...or either tell us what to do.,"Account Access Issues, User Interface & Experience",CBE Mobile Banking,1,2019-04-01,Google Play,NEGATIVE,0.999800741672516
565,I have been using it for the last three years and was working perfectly but since this week cannot even show my balance and unable to make payment. Please try to fix it.,Transaction Performance,CBE Mobile Banking,2,2021-04-29,Google Play,NEGATIVE,0.9988918900489808
566,"It could be very useful if the app is able to show all the transactions made with out limitations, the current app shows only recent transactions.",Transaction Performance,CBE Mobile Banking,3,2021-06-04,Google Play,NEGATIVE,0.9986376166343688
567,"It was very convenient and cool to use, but for some reason it hasn't been working for me lately.",General Feedback,CBE Mobile Banking,1,2025-01-20,Google Play,NEGATIVE,0.8924973011016846
568,why the app telling me to turn of developer options please fix it.,General Feedback,CBE Mobile Banking,1,2025-05-07,Google Play,NEGATIVE,0.9990994930267334
569,"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",User Interface & Experience,CBE Mobile Banking,2,2025-01-09,Google Play,NEGATIVE,0.9766365885734558
570,"Completely and utterly made it unusable after the update. Why would anyone, in their right minds, make something that worked before to a new “updated” rubbish!?",User Interface & Experience,CBE Mobile Banking,1,2019-03-05,Google Play,NEGATIVE,0.999052345752716
571,why removing screenshot feature why?,General Feedback,CBE Mobile Banking,1,2025-04-18,Google Play,NEGATIVE,0.9981147050857544
572,the update is unneeded,User Interface & Experience,CBE Mobile Banking,1,2025-03-19,Google Play,NEGATIVE,0.9976237416267396
573,The way its menu arranged to use is easy to use.,User Interface & Experience,CBE Mobile Banking,5,2025-02-17,Google Play,POSITIVE,0.9718008041381836
574,I was using this up for while but after I logged out for several weeks and tried it again it failed to log in .. then I Uninstall the and tried it again after reinstall but somehow it needs a verification code form CBE,Transaction Performance,CBE Mobile Banking,2,2019-03-22,Google Play,NEGATIVE,0.9995720982551576
575,"It lags before showing the transaction and you have to use the one in the sms message , why doesn't it work on the app it just says loading",Transaction Performance,CBE Mobile Banking,1,2025-02-18,Google Play,NEGATIVE,0.9993646740913392
576,but this app says can't sync,General Feedback,CBE Mobile Banking,5,2025-04-09,Google Play,NEGATIVE,0.9988365769386292
577,Very attractive and user-friendly,General Feedback,CBE Mobile Banking,5,2025-03-13,Google Play,POSITIVE,0.9998558759689332
578,It was nice but now it dose not opened the transactions,Transaction Performance,CBE Mobile Banking,5,2025-03-18,Google Play,NEGATIVE,0.9970568418502808
579,"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",Transaction Performance,CBE Mobile Banking,3,2025-01-30,Google Play,NEGATIVE,0.9995330572128296
580,The app need update it always crash,User Interface & Experience,CBE Mobile Banking,1,2025-03-13,Google Play,NEGATIVE,0.9979516863822936
